,Unnamed: 0,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
11,21093,103014,Female,disloyal Customer,37,Business travel,Business,460,3,3,3,1,3,3,3,3,4,5,4,5,4,3,42,71.0,neutral or dissatisfied
12,5156,70084,Male,Loyal Customer,53,Business travel,Business,2390,4,4,4,4,2,4,4,5,5,5,5,4,5,5,0,30.0,satisfied
13,11938,65125,Female,Loyal Customer,39,Personal Travel,Eco,190,4,2,4,3,5,4,5,5,1,2,3,3,3,5,54,48.0,neutral or dissatisfied
14,14638,102295,Female,disloyal Customer,44,Business travel,Business,223,3,3,3,3,3,3,3,3,4,3,5,3,4,3,0,0.0,neutral or dissatisfied
15,13463,126681,Male,disloyal Customer,39,Business travel,Business,2521,3,3,3,4,2,3,2,2,3,3,4,4,4,2,3,0.0,neutral or dissatisfied
16,25181,87608,Male,disloyal Customer,23,Business travel,Eco,591,1,0,0,3,2,0,2,2,4,3,4,3,4,2,22,27.0,neutral or dissatisfied
17,22539,10380,Female,Loyal Customer,46,Business travel,Business,1998,4,4,4,4,4,5,5,4,4,4,4,4,4,5,18,23.0,satisfied
18,12355,59437,Female,Loyal Customer,52,Business travel,Business,1799,5,5,5,5,3,5,4,5,5,5,5,3,5,5,0,20.0,satisfied
19,70,41461,Female,Loyal Customer,53,Personal Travel,Business,1242,3,4,3,5,3,3,5,1,1,3,1,4,1,4,3,0.0,neutral or dissatisfied
20,25480,103528,Female,Loyal Customer,54,Business travel,Business,2936,3,3,3,3,5,5,4,5,5,4,5,3,5,4,0,0.0,satisfied
21,10589,79187,Male,Loyal Customer,12,Personal Travel,Eco Plus,2422,2,5,2,4,2,3,3,4,4,4,5,3,5,3,0,0.0,neutral or dissatisfied
22,24873,85784,Female,Loyal Customer,24,Business travel,Business,666,5,5,5,5,4,4,4,4,3,3,5,5,4,4,9,0.0,satisfied
23,616,75321,Female,Loyal Customer,46,Business travel,Business,2556,2,2,2,2,5,5,5,3,5,3,4,5,3,5,4,10.0,satisfied
24,13208,65849,Male,Loyal Customer,46,Business travel,Eco,989,5,1,1,1,5,5,5,5,5,2,3,2,1,5,0,0.0,satisfied
25,20073,84236,Male,Loyal Customer,7,Personal Travel,Eco,432,4,4,4,3,2,4,2,2,5,3,4,5,5,2,0,0.0,neutral or dissatisfied
26,4133,53524,Female,Loyal Customer,23,Personal Travel,Eco,2288,1,5,1,2,1,2,2,3,4,1,2,2,4,2,196,178.0,neutral or dissatisfied
27,4913,38161,Female,Loyal Customer,33,Personal Travel,Eco,1197,4,4,5,5,3,5,4,3,3,3,5,5,4,3,38,20.0,neutral or dissatisfied
28,159,80531,Male,Loyal Customer,43,Business travel,Business,1678,1,1,2,1,3,4,4,2,2,2,2,4,2,5,0,0.0,satisfied
29,11159,28924,Female,Loyal Customer,48,Business travel,Eco,679,3,2,2,2,4,2,4,3,3,3,3,2,3,3,0,0.0,satisfied
30,15943,95481,Male,Loyal Customer,30,Business travel,Eco Plus,323,4,4,4,4,4,4,4,4,2,2,2,2,2,4,0,0.0,neutral or dissatisfied
31,10221,123529,Female,Loyal Customer,56,Business travel,Business,2296,5,5,5,5,4,4,4,5,5,5,5,3,5,4,0,0.0,satisfied
32,19340,88245,Female,Loyal Customer,57,Business travel,Business,270,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4,2.0,satisfied
33,9107,129814,Male,Loyal Customer,49,Personal Travel,Eco,337,2,2,2,3,3,2,3,3,2,2,3,1,3,3,0,0.0,neutral or dissatisfied
34,13376,108839,Male,Loyal Customer,54,Business travel,Business,1947,3,3,3,3,2,5,4,5,5,5,5,5,5,5,8,17.0,satisfied
35,13851,111719,Female,Loyal Customer,49,Personal Travel,Eco,495,2,4,2,4,5,5,5,1,1,2,1,3,1,3,0,0.0,neutral or dissatisfied
36,12163,119968,Female,Loyal Customer,46,Personal Travel,Eco,868,1,5,1,5,1,4,4,5,5,1,5,1,5,1,1,15.0,neutral or dissatisfied
37,4676,55352,Female,Loyal Customer,22,Business travel,Business,678,5,5,5,5,4,4,4,4,5,2,5,5,5,4,0,0.0,satisfied
38,8798,38044,Male,Loyal Customer,58,Business travel,Business,1220,5,5,5,5,1,2,3,4,4,4,4,5,4,2,0,0.0,satisfied
39,1452,114848,Female,Loyal Customer,46,Business travel,Business,417,5,5,5,5,4,4,5,5,5,5,5,3,5,4,18,19.0,satisfied
40,398,33413,Male,Loyal Customer,50,Business travel,Eco,2349,4,3,3,3,4,4,4,4,1,2,4,3,4,4,0,0.0,satisfied
41,13006,75555,Female,Loyal Customer,52,Business travel,Business,337,3,3,3,3,4,4,4,5,5,5,5,4,5,4,41,33.0,satisfied
42,3645,59263,Male,Loyal Customer,44,Business travel,Business,4963,5,5,5,5,4,4,4,3,3,4,4,4,5,4,0,0.0,satisfied
43,5977,1926,Female,Loyal Customer,36,Business travel,Business,3166,0,0,0,5,2,5,4,1,1,1,1,3,1,3,0,7.0,satisfied
44,13903,67937,Female,Loyal Customer,43,Personal Travel,Eco,1205,2,4,2,3,3,4,4,4,4,2,4,2,4,2,0,0.0,neutral or dissatisfied
45,14203,98781,Female,Loyal Customer,40,Business travel,Business,2398,2,2,2,2,3,4,5,4,4,4,4,4,4,4,0,0.0,satisfied
46,5668,123382,Male,Loyal Customer,35,Personal Travel,Eco Plus,644,4,5,4,4,1,4,1,1,5,2,4,3,4,1,0,0.0,neutral or dissatisfied
47,4172,122665,Female,Loyal Customer,49,Business travel,Business,361,2,3,3,3,2,3,3,2,2,2,2,1,2,2,6,0.0,neutral or dissatisfied
48,15875,5013,Male,Loyal Customer,54,Personal Travel,Eco,502,3,5,3,2,2,3,2,2,4,2,5,3,4,2,0,23.0,neutral or dissatisfied
49,17139,108256,Female,Loyal Customer,23,Business travel,Eco,895,4,1,1,1,4,4,3,4,4,3,3,1,3,4,1,11.0,neutral or dissatisfied
50,14850,94864,Male,Loyal Customer,56,Business travel,Business,3400,3,1,1,1,1,4,4,3,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
51,2894,76871,Female,Loyal Customer,34,Personal Travel,Eco,1927,1,4,1,3,5,1,5,5,3,2,5,4,5,5,0,0.0,neutral or dissatisfied
52,5539,96160,Female,Loyal Customer,32,Business travel,Business,3147,4,1,4,4,4,4,4,4,5,4,5,4,4,4,7,9.0,satisfied
53,3374,96402,Female,Loyal Customer,42,Business travel,Eco,942,3,1,1,1,2,4,4,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
54,22605,90228,Female,Loyal Customer,54,Business travel,Eco Plus,1084,2,1,1,1,2,3,4,2,2,2,2,1,2,2,0,0.0,neutral or dissatisfied
55,3463,94257,Female,Loyal Customer,50,Business travel,Business,2504,0,4,0,1,5,4,5,5,5,5,5,3,5,4,14,11.0,satisfied
56,527,75299,Male,Loyal Customer,36,Personal Travel,Eco Plus,1744,2,1,2,4,1,2,1,1,3,1,2,4,4,1,0,0.0,neutral or dissatisfied
57,2287,44522,Female,Loyal Customer,20,Business travel,Business,157,4,4,4,4,3,3,4,3,2,4,3,3,4,3,2,14.0,neutral or dissatisfied
58,8113,17416,Female,Loyal Customer,43,Business travel,Business,2686,5,5,5,5,1,2,3,5,5,5,5,5,5,1,0,0.0,satisfied
59,189,6528,Female,Loyal Customer,67,Personal Travel,Eco,599,3,1,3,2,1,1,2,3,3,3,3,2,3,1,0,0.0,neutral or dissatisfied
60,24348,48165,Female,Loyal Customer,33,Business travel,Business,236,3,4,4,4,3,2,2,3,3,3,3,1,3,4,80,81.0,neutral or dissatisfied
61,7245,114408,Male,disloyal Customer,40,Business travel,Business,337,5,0,0,3,2,0,2,2,5,2,5,3,5,2,8,8.0,satisfied
62,23693,109724,Female,disloyal Customer,23,Business travel,Eco,587,3,3,3,3,3,3,3,3,3,4,4,1,4,3,0,0.0,neutral or dissatisfied
63,15848,1017,Male,Loyal Customer,61,Business travel,Business,2400,2,2,2,2,4,3,3,4,4,5,4,4,4,3,0,3.0,satisfied
64,5988,83703,Male,Loyal Customer,70,Personal Travel,Eco,577,2,4,2,4,4,2,4,4,5,2,5,5,5,4,0,0.0,neutral or dissatisfied
65,20356,5369,Female,disloyal Customer,18,Business travel,Business,812,0,0,0,4,2,0,2,2,5,4,4,5,4,2,0,0.0,satisfied
66,2110,90094,Female,disloyal Customer,23,Business travel,Eco,983,2,2,2,3,2,2,3,2,3,3,3,1,3,2,0,0.0,neutral or dissatisfied
67,3578,17212,Female,Loyal Customer,31,Business travel,Business,3451,3,3,3,3,5,5,5,5,3,5,1,2,1,5,0,0.0,satisfied
68,25219,67647,Female,disloyal Customer,48,Business travel,Eco,1205,2,2,2,4,1,2,1,1,2,5,4,2,4,1,1,4.0,neutral or dissatisfied
69,7962,110544,Female,Loyal Customer,52,Business travel,Business,2553,2,4,4,4,5,3,3,2,2,2,2,3,2,1,0,0.0,neutral or dissatisfied
70,9133,9419,Male,disloyal Customer,28,Business travel,Business,362,5,5,5,3,5,5,5,5,5,2,5,3,4,5,0,0.0,satisfied
71,12109,18126,Female,Loyal Customer,80,Business travel,Eco,120,3,4,4,4,2,3,3,3,3,3,3,2,3,1,76,64.0,neutral or dissatisfied
72,146,44293,Female,Loyal Customer,43,Business travel,Eco,563,4,4,4,4,3,5,5,4,4,4,4,5,4,5,0,0.0,satisfied
73,11298,37210,Female,Loyal Customer,64,Personal Travel,Eco,680,5,5,5,1,4,4,4,1,1,5,1,4,1,5,44,48.0,satisfied
74,23725,13866,Male,Loyal Customer,29,Business travel,Eco,667,5,2,2,2,5,5,5,5,5,5,1,2,5,5,0,0.0,satisfied
75,4927,56867,Male,disloyal Customer,29,Business travel,Eco,2454,1,1,1,3,1,4,4,4,4,3,3,4,1,4,51,57.0,neutral or dissatisfied
76,21397,99407,Male,Loyal Customer,48,Business travel,Eco,337,2,1,1,1,2,2,2,2,3,2,3,4,3,2,0,6.0,neutral or dissatisfied
77,22397,68423,Female,Loyal Customer,32,Personal Travel,Eco,1045,1,1,1,2,4,1,4,4,1,2,2,4,1,4,0,0.0,neutral or dissatisfied
78,11561,116361,Male,Loyal Customer,36,Personal Travel,Eco,446,3,4,3,3,2,3,1,2,5,4,5,3,5,2,23,17.0,neutral or dissatisfied
79,1673,69563,Male,Loyal Customer,62,Business travel,Eco,2586,3,2,2,2,3,3,3,4,2,3,4,3,2,3,15,38.0,neutral or dissatisfied
80,6693,26471,Female,Loyal Customer,51,Personal Travel,Eco,925,4,2,3,3,3,2,2,1,1,3,1,3,1,3,5,17.0,neutral or dissatisfied
81,18875,42184,Female,Loyal Customer,48,Business travel,Business,834,3,3,3,3,3,1,5,5,5,5,5,4,5,3,0,0.0,satisfied
82,21915,97765,Female,Loyal Customer,46,Business travel,Eco Plus,587,2,4,4,4,3,4,3,2,2,2,2,1,2,1,57,60.0,neutral or dissatisfied
83,21698,4160,Male,Loyal Customer,25,Personal Travel,Eco,427,5,3,5,4,3,5,3,3,1,2,4,4,3,3,122,125.0,satisfied
84,13889,57256,Female,disloyal Customer,28,Business travel,Eco,804,4,4,4,3,4,4,1,4,3,2,4,1,3,4,0,0.0,neutral or dissatisfied
85,20956,18395,Female,disloyal Customer,38,Business travel,Eco,378,1,2,1,3,4,1,4,4,3,5,4,2,3,4,0,0.0,neutral or dissatisfied
86,6678,56893,Female,disloyal Customer,54,Business travel,Eco,901,4,4,4,3,4,5,5,2,4,2,2,5,1,5,49,38.0,neutral or dissatisfied
87,5216,119667,Female,Loyal Customer,62,Personal Travel,Eco,507,3,4,3,3,5,4,4,3,3,3,3,3,3,2,9,1.0,neutral or dissatisfied
88,13115,119294,Male,Loyal Customer,44,Business travel,Eco,214,2,3,3,3,2,2,2,2,3,1,4,1,3,2,0,0.0,neutral or dissatisfied
89,22916,99553,Male,disloyal Customer,18,Business travel,Eco,808,2,2,2,4,4,2,4,4,3,2,3,4,3,4,93,97.0,neutral or dissatisfied
90,11981,46178,Female,Loyal Customer,27,Business travel,Eco Plus,627,0,0,0,3,2,0,2,2,2,2,3,1,1,2,83,69.0,satisfied
91,18739,121903,Male,Loyal Customer,29,Personal Travel,Eco,366,3,4,5,2,1,5,1,1,5,2,5,5,5,1,1,0.0,neutral or dissatisfied
92,8721,33265,Male,Loyal Customer,52,Personal Travel,Eco Plus,102,3,3,3,1,2,3,2,2,2,5,1,5,5,2,0,0.0,neutral or dissatisfied
93,482,96407,Male,Loyal Customer,18,Personal Travel,Eco,1342,3,4,4,2,3,4,3,3,4,3,3,5,5,3,0,0.0,neutral or dissatisfied
94,9520,83035,Male,Loyal Customer,40,Business travel,Business,1084,4,4,1,4,2,5,5,4,4,4,4,4,4,5,0,0.0,satisfied
95,19787,75072,Male,Loyal Customer,35,Personal Travel,Eco,2611,2,2,2,2,2,2,2,2,3,2,2,1,2,2,0,0.0,neutral or dissatisfied
96,16435,82672,Male,Loyal Customer,56,Business travel,Business,632,1,4,4,4,3,3,4,1,1,2,1,2,1,3,0,1.0,neutral or dissatisfied
97,10192,112009,Female,Loyal Customer,21,Personal Travel,Eco Plus,533,2,5,2,3,5,2,5,5,5,4,5,4,5,5,39,43.0,neutral or dissatisfied
98,19900,112129,Male,Loyal Customer,43,Business travel,Business,977,5,5,5,5,5,5,4,2,2,2,2,4,2,5,101,72.0,satisfied
99,4988,101138,Female,Loyal Customer,62,Business travel,Business,1235,3,3,3,3,4,5,4,4,4,4,4,3,4,5,0,0.0,satisfied
100,20301,64852,Female,Loyal Customer,79,Business travel,Business,1850,3,2,2,2,2,4,3,3,3,3,3,3,3,4,13,8.0,neutral or dissatisfied
101,15731,59704,Female,Loyal Customer,35,Personal Travel,Eco,964,4,4,4,4,3,4,3,3,3,4,5,4,4,3,0,0.0,neutral or dissatisfied
102,14636,126999,Female,Loyal Customer,31,Business travel,Business,2307,3,3,3,3,5,5,5,5,3,5,4,5,4,5,75,58.0,satisfied
103,21735,113921,Male,Loyal Customer,40,Business travel,Business,3950,3,3,3,3,4,2,4,4,4,4,3,5,4,2,16,13.0,satisfied
104,22487,83841,Male,Loyal Customer,31,Personal Travel,Eco,425,4,4,4,5,2,4,1,2,4,2,5,5,4,2,0,0.0,satisfied
105,15075,52806,Male,Loyal Customer,55,Personal Travel,Business,2402,1,0,1,4,2,5,4,2,2,1,2,3,2,3,60,106.0,neutral or dissatisfied
106,10117,43988,Female,Loyal Customer,39,Business travel,Business,3013,0,0,0,2,4,5,2,3,3,1,1,4,3,5,52,52.0,satisfied
107,11622,54955,Male,Loyal Customer,46,Business travel,Business,1635,2,2,2,2,5,3,4,2,2,2,2,4,2,3,21,1.0,satisfied
108,12256,102612,Female,Loyal Customer,41,Business travel,Business,2428,1,1,1,1,4,5,5,4,4,4,4,3,4,5,49,47.0,satisfied
109,19156,99387,Male,Loyal Customer,36,Business travel,Eco,337,2,4,4,4,2,2,2,2,1,2,3,4,4,2,0,0.0,neutral or dissatisfied
110,16378,72835,Female,Loyal Customer,28,Business travel,Business,2938,4,4,4,4,4,4,4,4,5,4,4,4,5,4,9,0.0,satisfied
111,7499,119847,Male,Loyal Customer,31,Business travel,Business,2894,4,5,4,4,4,4,4,4,4,3,3,2,3,4,0,0.0,neutral or dissatisfied
112,13955,106118,Male,Loyal Customer,37,Business travel,Business,2989,2,2,2,2,3,4,4,5,5,5,5,3,5,3,0,0.0,satisfied
113,22091,99812,Female,Loyal Customer,36,Business travel,Eco Plus,232,4,5,5,5,4,4,4,4,2,1,2,5,3,4,2,1.0,satisfied
114,14415,75366,Male,Loyal Customer,25,Personal Travel,Eco Plus,2486,5,3,5,2,5,4,4,5,2,3,4,4,4,4,0,0.0,satisfied
115,7266,89039,Female,Loyal Customer,46,Business travel,Business,1892,3,3,3,3,5,3,4,5,5,5,5,4,5,3,14,3.0,satisfied
116,1854,77096,Female,Loyal Customer,52,Business travel,Business,1481,5,5,5,5,5,5,5,4,4,5,4,4,4,3,1,0.0,satisfied
117,6615,33890,Male,Loyal Customer,31,Business travel,Business,1226,3,4,4,4,3,3,3,3,3,3,4,1,4,3,127,123.0,neutral or dissatisfied
118,1980,917,Female,Loyal Customer,56,Business travel,Business,3870,3,3,3,3,4,4,4,5,5,5,4,5,5,4,0,0.0,satisfied
119,23286,85031,Female,Loyal Customer,49,Personal Travel,Eco,1590,4,3,4,4,1,3,4,4,4,4,4,1,4,2,17,0.0,neutral or dissatisfied
120,24726,94155,Male,Loyal Customer,42,Business travel,Business,2254,2,2,5,2,4,4,5,4,4,4,4,3,4,3,0,7.0,satisfied
121,23616,99877,Female,Loyal Customer,22,Business travel,Business,1436,1,1,1,1,5,4,5,5,2,1,1,2,5,5,1,0.0,satisfied
122,6702,66371,Male,Loyal Customer,57,Business travel,Business,3559,1,1,1,1,5,4,4,3,3,2,3,4,3,3,5,0.0,satisfied
123,18437,67453,Female,Loyal Customer,54,Personal Travel,Eco,678,3,4,3,1,2,4,4,1,1,3,1,5,1,4,8,5.0,neutral or dissatisfied
124,25159,98255,Female,Loyal Customer,37,Business travel,Eco,1072,1,5,5,5,1,1,1,1,4,3,4,4,3,1,0,0.0,neutral or dissatisfied
125,30,67551,Male,Loyal Customer,43,Personal Travel,Business,1235,1,5,1,1,1,1,4,3,3,1,5,4,3,5,0,0.0,neutral or dissatisfied
126,15609,78929,Male,Loyal Customer,46,Business travel,Business,1911,2,2,4,2,5,5,4,3,3,4,3,3,3,4,0,0.0,satisfied
127,10081,115726,Male,disloyal Customer,58,Business travel,Eco,390,2,2,2,4,2,2,4,2,2,4,4,2,3,2,0,0.0,neutral or dissatisfied
128,15496,70282,Female,Loyal Customer,27,Business travel,Business,2184,3,3,3,3,4,5,4,4,5,5,4,3,5,4,0,10.0,satisfied
129,14908,89073,Male,Loyal Customer,10,Business travel,Business,1947,2,5,5,5,2,3,2,2,1,1,4,2,3,2,0,0.0,neutral or dissatisfied
130,5732,114096,Male,Loyal Customer,33,Personal Travel,Eco,2139,5,4,5,5,4,5,4,4,5,2,4,3,5,4,0,0.0,satisfied
131,25065,16847,Male,Loyal Customer,60,Business travel,Business,2001,3,3,3,3,1,4,3,2,2,2,2,4,2,2,57,43.0,satisfied
132,12762,47092,Female,Loyal Customer,69,Personal Travel,Eco,639,1,2,1,4,4,4,3,1,1,1,1,1,1,3,84,114.0,neutral or dissatisfied
133,11301,106302,Male,Loyal Customer,50,Business travel,Business,998,5,5,5,5,5,5,5,4,4,4,4,5,4,4,9,5.0,satisfied
134,20517,9051,Female,Loyal Customer,41,Business travel,Business,160,3,5,3,3,3,4,3,3,3,3,3,4,3,2,0,0.0,neutral or dissatisfied
135,22547,66608,Female,Loyal Customer,46,Personal Travel,Eco,761,3,4,3,3,1,1,5,1,1,3,1,1,1,2,5,0.0,neutral or dissatisfied
136,24317,103349,Female,disloyal Customer,57,Business travel,Eco Plus,1371,2,2,2,4,1,2,1,1,3,3,3,4,3,1,2,1.0,neutral or dissatisfied
137,15542,94361,Female,Loyal Customer,42,Business travel,Business,2787,2,2,2,2,4,5,5,5,5,5,5,5,5,4,4,0.0,satisfied
138,5389,48884,Male,disloyal Customer,22,Business travel,Eco,421,4,0,4,4,2,4,2,2,2,4,3,1,1,2,81,79.0,neutral or dissatisfied
139,13191,63406,Female,Loyal Customer,50,Personal Travel,Eco,337,3,1,3,3,3,2,4,2,1,4,3,4,2,4,170,174.0,neutral or dissatisfied
140,20449,88018,Female,disloyal Customer,24,Business travel,Eco,545,4,0,4,2,5,4,5,5,5,3,4,4,5,5,7,18.0,satisfied
141,25599,9340,Female,Loyal Customer,39,Business travel,Business,401,1,1,1,1,5,5,5,4,4,4,4,3,4,3,0,2.0,satisfied
142,20698,3147,Female,disloyal Customer,28,Business travel,Business,140,4,4,4,2,1,4,3,1,3,3,5,4,4,1,0,0.0,satisfied
143,20590,48601,Male,Loyal Customer,56,Personal Travel,Eco,848,2,4,2,1,4,2,4,4,4,3,4,3,4,4,61,69.0,neutral or dissatisfied
144,91,20461,Female,disloyal Customer,42,Business travel,Eco,84,3,5,3,1,5,3,5,5,5,5,3,5,4,5,0,34.0,neutral or dissatisfied
145,11946,93326,Male,Loyal Customer,56,Business travel,Business,1653,2,2,4,2,3,5,4,5,5,5,5,5,5,3,11,3.0,satisfied
146,22392,6744,Male,Loyal Customer,48,Business travel,Business,2793,0,4,1,4,5,5,5,2,2,2,2,4,2,4,6,6.0,satisfied
147,13597,7404,Female,Loyal Customer,55,Business travel,Business,3903,5,5,5,5,2,5,4,5,5,5,5,5,5,3,15,51.0,satisfied
148,15617,500,Male,Loyal Customer,48,Business travel,Business,2469,2,2,2,2,4,5,4,4,4,4,4,5,4,5,0,0.0,satisfied
149,22382,113114,Male,Loyal Customer,60,Personal Travel,Eco,543,2,1,2,2,2,2,2,2,4,5,1,4,2,2,34,13.0,neutral or dissatisfied
150,7640,39900,Female,disloyal Customer,36,Business travel,Eco Plus,221,3,3,3,3,3,3,3,3,1,5,1,5,3,3,0,0.0,neutral or dissatisfied
151,18723,13195,Male,Loyal Customer,51,Business travel,Eco,142,5,2,3,2,5,5,5,5,2,5,2,1,3,5,11,0.0,satisfied
152,6253,116643,Female,disloyal Customer,22,Business travel,Business,373,5,0,5,3,5,5,5,5,3,5,5,3,5,5,0,0.0,satisfied
153,7411,118362,Male,disloyal Customer,23,Business travel,Business,602,0,4,0,1,4,0,4,4,3,2,4,4,5,4,0,3.0,satisfied
154,14895,20120,Female,Loyal Customer,55,Business travel,Business,416,2,5,5,5,2,1,2,2,2,2,2,1,2,4,15,6.0,neutral or dissatisfied
155,13781,124200,Female,Loyal Customer,43,Business travel,Business,2176,3,3,4,3,4,2,3,3,3,3,3,3,3,2,0,0.0,neutral or dissatisfied
156,13524,42677,Female,Loyal Customer,41,Business travel,Eco,627,2,3,5,5,2,2,2,2,2,1,4,1,4,2,0,0.0,neutral or dissatisfied
157,9110,110021,Female,Loyal Customer,66,Personal Travel,Eco,1204,4,1,4,3,3,4,3,4,4,4,4,4,4,3,56,38.0,neutral or dissatisfied
158,3649,9480,Male,Loyal Customer,54,Business travel,Business,224,3,3,3,3,5,4,4,5,5,5,5,4,5,5,16,15.0,satisfied
159,21699,119363,Female,Loyal Customer,37,Business travel,Business,1869,3,5,5,5,2,4,4,3,3,2,3,3,3,4,0,0.0,neutral or dissatisfied
160,6748,57755,Female,Loyal Customer,49,Business travel,Business,2704,5,5,5,5,4,3,3,3,4,3,5,3,4,3,35,63.0,satisfied
161,25504,77099,Female,Loyal Customer,36,Business travel,Business,1481,3,3,3,3,2,4,4,5,5,5,5,4,5,5,0,0.0,satisfied
162,17789,9079,Male,Loyal Customer,64,Personal Travel,Eco,173,3,2,3,3,4,3,4,4,2,2,3,1,2,4,9,6.0,neutral or dissatisfied
163,7560,70452,Male,Loyal Customer,41,Business travel,Business,3753,5,5,5,5,4,5,4,5,5,4,5,5,5,3,7,4.0,satisfied
164,12658,64252,Female,Loyal Customer,66,Personal Travel,Eco,1660,4,4,4,1,3,4,4,5,5,4,5,5,5,3,15,0.0,neutral or dissatisfied
165,18496,102562,Female,disloyal Customer,23,Business travel,Eco,223,3,5,3,2,3,3,3,3,4,4,5,5,5,3,4,8.0,neutral or dissatisfied
166,2401,25891,Male,disloyal Customer,9,Business travel,Eco,907,3,4,4,3,2,4,2,2,1,2,3,4,2,2,57,68.0,neutral or dissatisfied
167,12433,126391,Male,Loyal Customer,70,Personal Travel,Eco,590,2,4,2,5,5,2,5,5,5,2,4,3,4,5,0,0.0,neutral or dissatisfied
168,10060,126427,Female,Loyal Customer,12,Business travel,Eco Plus,650,3,5,5,5,3,3,1,3,3,5,4,2,4,3,0,12.0,neutral or dissatisfied
169,5598,1144,Male,Loyal Customer,60,Personal Travel,Eco,158,3,4,3,1,5,3,2,5,3,2,4,4,4,5,0,0.0,neutral or dissatisfied
170,1063,64324,Male,Loyal Customer,50,Business travel,Business,3336,5,5,5,5,2,4,4,5,5,5,5,4,5,3,0,0.0,satisfied
171,10155,88602,Female,Loyal Customer,18,Personal Travel,Eco,240,2,5,2,3,3,2,1,3,3,3,4,5,5,3,32,27.0,neutral or dissatisfied
172,8097,120151,Female,disloyal Customer,29,Business travel,Business,2378,2,2,2,1,2,4,3,4,2,4,4,3,3,3,24,25.0,neutral or dissatisfied
173,11403,92327,Male,disloyal Customer,23,Business travel,Eco,1075,5,5,5,3,5,5,5,3,2,4,5,5,5,5,0,0.0,satisfied
174,12927,21600,Female,disloyal Customer,36,Business travel,Eco,780,2,2,2,2,4,2,4,4,1,2,4,5,5,4,99,98.0,neutral or dissatisfied
175,16481,100244,Female,Loyal Customer,39,Business travel,Business,1052,1,1,1,1,5,5,5,5,5,5,5,5,5,4,3,0.0,satisfied
176,415,74892,Male,Loyal Customer,42,Business travel,Business,2475,1,1,1,1,5,4,4,5,5,5,5,5,5,3,0,0.0,satisfied
177,16892,15392,Female,Loyal Customer,39,Business travel,Eco,433,3,5,5,5,3,3,3,3,3,3,4,2,3,3,49,38.0,neutral or dissatisfied
178,15091,121082,Female,Loyal Customer,9,Personal Travel,Eco Plus,920,3,5,4,3,2,4,3,2,4,5,4,3,5,2,0,0.0,neutral or dissatisfied
179,7159,59365,Female,disloyal Customer,24,Business travel,Eco,1407,2,2,2,4,1,2,1,1,4,5,2,3,3,1,5,0.0,neutral or dissatisfied
180,15477,43768,Male,disloyal Customer,21,Business travel,Eco,546,3,4,3,4,2,3,2,2,5,5,3,3,4,2,0,1.0,neutral or dissatisfied
